paper_id,sha,Study Type,Computational,Experimental - in vitro,Experimental - in vivo,Clinical-interventional,Clinical-observational,Systematic review and/or meta-analysis,Review
xevie6tm,450a221c1528cca41fb907e93230576803afb369,"['review', 'life cycle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
6ml0puh8,c5e4f8e4130eed7ad046f56b0e3055c5655ae785,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
02bik024,99156f16aa2efd7b6ccd284fbec65d5b1efc2968,"['review', 'experimental', 'bioinformatics']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mh9i3j1r,50e5f8680e9d0058a39887371777149329631605,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
n3p4wefa,36f9a0846e736e21303f13987d0e0787de742511,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ekgdsv4f,79943ae7607d2c825bc91a397a6b4ecfd7ceca04,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
sdz5ljpf,c925f9d8d068db0c232d39fa0773eae043814d28,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ogd4wznb,0df45259e423120c8ad0dae58c378fe6171b7fbe,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
kvtgce3y,de6d60abfc023ad1f2859bbb975daabd1f0586a7; f26e6414e5f5d4b4f38874d6670f101ffce31542,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ls5hndq,3e1dbc1477708bebca4e5f977bf47613833b189b,"['prospective cohort', 'prospective cohort', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
jh4l2zhd,2be2650e4235044eeac2c7c582220d5dabe5cf32,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
svijea53,6164ff4766be0fec338124bba2a4e1bdd56bc499,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jttif2z7,44ba5bad2568d5aeec5cf8a23291ebc933bc2ba3,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ii6ih2r0,0cf9f507a18a00de76b8bb61a2c5c2b66680dd50,"['review', 'life cycle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyb3yf4v,ae97a53214677bb182f949bdd11c03eeda2975bd,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqbfpe4b,80fe6f13c581449151faf92546dad5c67206d7f0,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
j1oq77vf,5b5eee89bf42342044d74bff19d26ef94a3f4e20,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
g9559ux3,2c423af1dde4c389b02982930f81e76714204660,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
i784z2ic,71ac098f605346dbce9c89ab4bb450c5426c41d4,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
imeshexp,3ae27e5604a8a1e9eca29365944fde95dc5f1b82,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
te7vpcu4,5237c45681cad45eb4e6c51317e32c0e9b638c08; 52d9b4cc7d694101b07e611e194f0115f359249a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
pz5hj1r9,a96ea2ba2806dac59277240b673b06b34d6da13a,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1i1n3gw8,a592e1ee9470fff431f30f6c22786ed248c0977e,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
35jn14az,42259965626fa14706d3f3c6881aaf082dadfb59,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
16x2zpaq,6d764a8ac026577c9e8db42df61ee2954b319d73,['survey'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
catuja6c,1d5f1ba26f1c1c7d7668715849f7bd1b296bf7f3,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
riu2omfe,1446e5616476b45885ba4d21b605360faabbce8a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
76vexhxq,ba08b2d3639a3aaeaeed8af54d6f161dfc9fdc95,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
jzannba4,ed7df72b3e3b59fbc931840d0691e0f364e62d8d,['questionnaire'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
atswrwjh,2b0ea50c37e4bc913cc1f55438b92074e09cb090,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghc85pf5,31c07fff790513d13e0fedf9db7b170e2c589e31,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
50ob60mi,06a027245a6a6e075a6fbd2ff0918ec0d6d17866; b4a57c44450bf478f156673eb549da0df83870fa; 06a027245a6a6e075a6fbd2ff0918ec0d6d17866,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
3ttnd4ow,eb72baf3a35ca0c4d5622c8ddb18d52f718edeab,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
h49dx92d,d1c1bd209f926008559199664c99b11dfc3b125f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
koxlg2rz,9d5efd1bce5d7cfd3ec8a13f9311d68878748ee9,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
h9ryhpcv,156ad033979385ca6599904e46f1bdc08e2d0232,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
uep85cd4,bb1f67f81b4b197623ce83540541f6750e37d824,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
hegpdrbh,21c26cd7c6f8921fcc14af7295384cb2a4b5a0d6; 21c26cd7c6f8921fcc14af7295384cb2a4b5a0d6; b1e761f467380a4cacfd08afdb20dba34ef9633a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
k6mlunh7,cee722c7b4eb5a035ba5555a93b6f7c133945f8e,['genetic'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
lfn9ggg3,57570091beaa720453406818912b8a7cb2f56fa0,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
g4m9gi7b,78359038f048f01f02c2aa9742ae52cb30f09cf3,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
73dsc6q3,53875a99d8cbc882f64c2e1d489a45e131f89010,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
mg2x0n6r,963365699a365017bec594f9398bb12ac3d9eba7; 963365699a365017bec594f9398bb12ac3d9eba7; 31401bddf57db3194d7593e2879734b4e137400a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wx16xr1o,410e6ed33957e3d51b0f0066ff86a44284bfd501,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
nzpkxe4l,2b58bbfda258eb6660c773205061af9b10876d95,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
bnwa2eo6,648294ddaa0f2eacd9f760b458b023827f398045,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
wfutr4ro,0da989acd250bb3edf7d237024c74c2304608932,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
8tqi958n,d95fb677837e1d2572cfdc7dd95a630d5f64930d,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6iqcxgl0,17888e53565c37dfcfaba4a8fb0919fe134bfb20,"['experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mwhdbw9q,537997466d302c6c1b3bd41463a8c58ac9a8f10a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
3n890yha,6b965908b64d47e6ae96e885bbe59cd6ac4fe42d,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4fu922cp,d27d0183d6334f513757600db98f21a1542f664a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
dz10xq98,1434242d96e06705234de7e4efc8012d6cb2068a,['review'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
4ijrdkxe,11169e2c3b6609342e20ae192e7a59e01b48d5ae,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
e0ccq2b3,8df2059007d938efd74aca9a370b93bd3536edde,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
fi2b29ih,469f56e7c8db4736c730dd334c9b46319833fc69,"['review', 'life cycle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
599vweqe,48cbd814e29c74f03a7da3754cd592bed6e5e52b,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cotgutwd,2c54a11ecdaba1d2196f6325dcd4cfa3d9c6d428,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ie0g4m79,f5aa7887809535108db0ddf97e4634ce14b02116,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
bxu3sklz,8fef15d7ac429bda4de730b663a2d95bbd19a50d,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6wdwrttn,51b99ff77b798aa00a8a10ecb4f62312a3f562d2,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
pahx29j7,b051b580a97cbb8eec93a855a24676f6861ae2b7,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
pl8ry8uo,fc77f3ec3a89ffc19b5514e1f6cf4315deed2498; 7de1b7daa2eb4395810315e29cd23ce3e8912aab,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
l44rupmi,bb0ce67ce8fdfac2b785a03b2527fb8d5690496c,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qmcbsqse,795b71441a2928bb0f7a643250ceb8ebd5c7c916; 1e16ae8d036d8775c165e3e64235f90042d59a37,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qele28zk,5734e3b81e16fe1976a129c5a0872716f3dd50b8; 5734e3b81e16fe1976a129c5a0872716f3dd50b8; 0ed26fea4f7e1a99d4d0fc4db8db5bb252373bcb; a7afa04121b3f0f59b391dd14aac926c5eea2032; 6f6b59020182a663233debf6a1b72f99ff366f43,['genetic'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
zm9f0h27,bfa186b44bf41d59d7aac68cf65d38b46d1c867a,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gzhnhtnl,a481d214ce3b9166265e0a17af777c53fed0ede5,"['questionnaire', 'survey']",0.0,0.0,0.0,1.0,0.0,0.0,0.0
pzjj2wxc,8604edd6c4f1fe870833b948db691fbf1b4d7cb9,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
wzv68yw8,743dde1df3337cb001c14e07c57e2f718d70c902,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
99dqw94l,1841bf770bf94342fd0daecc90ddc07a5273bcc1,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
5xyfrru7,7fc6742c367064839ae23cf1fce7be06aa3501b7,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
u1x6y3iu,30301bcd3567e19053512074c2448762cc032e1f,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
u20qtce9,84556fa66ae1946bdc28f57a18e5ee89c2a1e97a,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
p1lpa4fu,0267ea0cfef9e90f5e60e97839370e11c253f17b,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
v482qfz3,cdec25c937bafbb95b2f37741d0edb2fb4f5913d,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5jnuhpp9,b313b3a2d9c3fab1e226effee6f849f09c529e36; b313b3a2d9c3fab1e226effee6f849f09c529e36; 032207023bce7ab4550c38283ac7e2964d3c6561,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
kldi2wpt,49c8ff62722d92902fa80dfd80c9d4813e4ce415,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
7pxn1n9x,2c479ac489a451b8aa75d96e68c69a5a00b5470b,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
xchsaj5m,e36181205b5b3b26b872e420afd8608ef76e860d,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
72qihi2k,7efffb907dcb780f0ec8c2d1574117193c6aa75e,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
45iecuxf,0a32bc60f1b49f12b432564f92c1c39fec6b3477,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1obzz7i,c5965f6466b032e813fbf6afe61881f3bdf5530a,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8bw3zhw,435a3fad183adc29f255430a4eb0e1466329bde3,['life cycle'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
zfuphzeu,45ba3b5b8fa3bda8382468b68cff5c361b6569e1; 9cbb53fbb5873a0b307a6206b0fa4c7f552e393e; 9cbb53fbb5873a0b307a6206b0fa4c7f552e393e,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
7gb93hld,2e5e90e85cc94c0a9c85a565138827583b78d53c,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
mmg8jug2,37ac9afdc92c360ec50d7b387e9c61e8da2e7715; a7623f036aa4a693078f106cdb8263b40c0c72d9; 37ac9afdc92c360ec50d7b387e9c61e8da2e7715,"['life cycle', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
8fsqgkw5,7e268634e149ee8d09944c88d64ddf976c5eff20,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ig4hsts2,b99136512970c5ad4257f21b5ac40218654de94b,"['review', 'genetic', 'clinical']",0.0,0.0,0.0,1.0,0.0,0.0,0.0
ps5bhbeb,02533ec56945ea7e9e80eb9713707fd709de5c03,['review'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
c1vusq2g,9a5dd10feeea7e7f5c4c1c78ea086fcc63b3958a,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
0gkoanrg,9a27c99f125072894ab9db357b4ff8858a11203d,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
032jwvfm,ec3e1b9abdf14b7fdeed215b8b9026c4656a9541; 1251c8296420a80b3cd4d746da05941fe5fcd049; ec3e1b9abdf14b7fdeed215b8b9026c4656a9541,['review'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
xn3pk2av,0c3439a3b5ddcf405fe53dfd61f57bf4874fac3c; 0c3439a3b5ddcf405fe53dfd61f57bf4874fac3c,"['prospective observational', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
qt2205ic,e006e19fdf0a80655d9b5f60781af0fd089e7552,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
kog99kk5,12168cb2a6c74ba276aab057f2728c9abe1f85df,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
0plznmwi,98d2abc9da8393119f521c4ec133e269379c0d1a,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
zats48tm,ad07c8dce9b075f6dce7c90bf51d45117c3581d4,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
jm1mf6g1,0fbe658f410a2d47bd652aae848b8efc11c927c6; 1cd621a792bc7ac02d4cdf0392ffc3feded13b0e,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1qkwsh6a,7bc69471836fbf9cf28e57926d95fc48e6f45964,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaw8v1l3,98e23bb77cb986fe21f095253af64843d3f4e8cc; 0573f2143ac48f91fc247c875388e55d8576bcab,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
qgit5qqo,58fc0a107bce6eea608a3fcba66fe6acab0880aa,['bioinformatics'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
90yk89gd,96d09197becfcdcb306568ff334d9b7bf617ecdf; 948aaeb2e0be11ad90562bf10d462531a1f00eac; b4f224ae99c94fd4ea2792c7977e14a5fadc6b66; 601a6b071650db3a2eb06c83e92ce90e6b5977f4; 96d09197becfcdcb306568ff334d9b7bf617ecdf,['clinical'],0.0,0.0,0.0,0.0,0.0,1.0,0.0
jrvl0ykn,8c0e2ac9d7085f613692fbce4f20972f718fc8b0,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
od110sb8,7932d9fe82bc25546b3d19645d2e0a39a14e0d2d,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
aj11y862,ff5939c10252c289d5ab1df5e7044926b63a4192; c439105ac28bc9d600ef9af626b22fdd9e7c0291,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
y0t6w0b4,82500c03d57e67a212959c13a049dc82c24759cd,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
h0cs3rk8,845460d73500b5dec4e5de24aca37f16080d80e9,"['retrospective observational', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
ubwpyt3f,2c718308a4d41debe131fca643821cdca5ee8892,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
zu0ubwfq,1dbc2cf5296dfb4317275d42c1788a289cd689cb,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
znvikfza,73bdd3b33b1bc51679e21db9efcb02b7722b06a7,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
rwx171oj,8b36a32a89e09b1033748746ddf9e5de5758cffc,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5xl0vax,0c5c7c0eda4954c87bac8bc496087b963d006796,"['review', 'genetic', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ovlgc1ga,8388a6b2a13edf94c16b7cc931aba71223de0dcf; d6b964a23365d0162ba9fe01b6b59be0ba1d8d54; 8388a6b2a13edf94c16b7cc931aba71223de0dcf,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
26yc50h3,e2a3c218897f82841787e8caa3c96da8e560c9b7,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9v8qo7v,c2893044a33e24b8a7cf4907875dd34de27bae34; af6a7b964378fc0c59be5a7759a95b99a9b028c2,['bioinformatics'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
h5lfsq2s,1cd18a394a1ab05d7f574241ccb09775f6851222,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
qjximt34,0fb381d4c5f1bc54f080634be49842c18bd47da8,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5dqrhssw,0d25da69e0253800ace69148c784b52997720469,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
8l1yg8vm,f3a4cf799d3046542ebc81fd46ebfa5b115edfb0,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
o6bkxn7l,e0406be332b987ef4d6307b8ea310fb2a6200dbc,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
ntpm68cg,2c0f1c632edd66db39e63344bf3f6f108f2efcbd,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1j8ethnx,a813acc37266e266325697747feea229c2299eec,"['mutagenesis', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
de0dd7q0,3cf8a96491c33a316065475c1f25d454016aaae4,"['meta-analysis', 'prospective observational']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
t159ctrv,f0a7684b84d874e9d61eee9c4cff37bb45bb2547; c821803c55c6aad89b6d0c1d3ba252051e464017,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
l922zqci,11224d1b68fbaf37a2b6077521b8cfb394326525,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ywu0k22x,cffcf621803cc62c424f2b5fdea687a54109550e,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5q5lt717,3510b8eeba70c3b6776c318c70c709dede831ae5,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
5kugvaqn,a32ad2eb286dd0a2c080eb4038f6014eda6461c1,['experimental'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
w8kfwd7v,3cf293e94ea274dd923cf81401eb26e42475bf77,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
g620uazt,dc7ae96ed471da2388e3d63cc70fe1ee30a297ae,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
jb6etlg7,30de1216fc9f3974a015471bd4f1374c6cff0fce; 71ba4e3b48251487251ebc06c9d40aa5e10d763c; a2cf19475d388432cd4edf7222a59ec45d1e1617,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
uutap3da,c50d8102d5e703fcdc829585396d002de2bff8ce,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2y4rop3v,5558b9b15a0a761b7e4ea495f5432d53cfdc13cd,"['genetic', 'survey', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
99f4zaqv,51667c85b8b8170c950a1b561b3f2245c3cdce25; 05799a7a16240bfe444ade79311c410f9f8686aa,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
s7r910j0,25d4631394f06fbf921dc6dcf1ed6d5bf1614dc8,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
zkk5d6gd,b90d85915f51ab637584d162d5bd78a7e02cdae3,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5x9zjh01,6d9abc684927404617473537e34d1360a02f01ee,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
8v1bbao6,26d1e1f177258ed3ed227fd4caa6bb605fe4cc5d,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iy0vaaa5,e483b2a886a8de4df72e62b2d6985ff1de5004ba; 586316e4ba8fae180a835b3898cbcb2b9d7c7c60; e483b2a886a8de4df72e62b2d6985ff1de5004ba,['life cycle'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
firkmdhv,4c88b1b2c2eb9df40a6e74f6e2d2dd6054ef972b,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
9pfnvmlc,68d2dcc2e0271c4d7d1e0515b9a2eb0443810ea4,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
oorac5he,431090be730178190c9aeea23f4f799334e45a06,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2irhi9i2,10a0d687dc662bf5b245258d5af929b519198373; 4068b94284d9732d8d65dda815046eab82c655fa,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
zd6bqxne,528e595d6b6e296904b3c2ca32e3d4177afd8829,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
o2e4oqh7,3b270db8084fbf1fdffa6d61b01b8512694a6091,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxmpi61o,db0d6557ee61eb245b21ff2908c775fd665c9c3f,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
nc66fwxp,d1ebf10b568022cf6500990bcfadf9054864211b,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
h919gyvw,2f70fc601b4d40ff368df47cf606721f7212c635,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
06giqn03,12d989ad1da38429aa1b1b903a726e25f3279c79,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
ogr2cdj3,43efb81147c4afdf801770a34859b07423f3a446,['prospective study'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
1943g1ha,1befda96de6363e4d4e3f7c62ccbd7cdb53a6b00,['clinical'],0.0,0.0,0.0,1.0,0.0,0.0,0.0
3sba91nh,cf253a3cc9c4a21b8c8ba76f23495dde2d908194,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
gmzbinpi,6364a6acea5c75ec6f2e82ae0a032abe593f4e0f; 93425e3efc7561514451b9ea0d4cad0789c42017,"['review', 'life cycle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
4x7l3u23,3fec81f57d08181a46b9eb787ea6f0c812ae9340,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
9v8os6ic,1ab16c500648ac508cb690f5e449ae77a3c7e5be,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
w9g6jwlv,27535dab71e7eeb897ac1837f901d295cd5aaf66; 34c4da743e331ca5eb25d59fdd855698d3639a1a,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
uhrijlyz,5055a81a32741e8c2d188c49c6e5290a09d615cd,"['review', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
rfw8njpo,e49d667052fcc5adb2ed3b73da59785855a94384,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
kep2dgaw,b5e34700dd830c1bbbbdee303778a5ff5f907d45,"['review', 'experimental', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ktb3s62l,8a88b69a1c54ef2947a0b0c678ca033f0f057462,['clinical'],0.0,0.0,0.0,0.0,1.0,0.0,0.0
6xyipioz,00a0ab182dc01b6c2e737dfae585f050dcf9a7a5,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
8y67wpql,4f53ef337d8f40c376dbaafb19913010a5b0b9ab,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
5iawbnua,0eb9a952824e51fcce0a2d16de16685b1b8560c6,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
uoxl30fm,af73570a7ee076b391277bd0ca8668af87c2e1f0,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
i6um5iu2,5626a5372ecddc70dee5f3215ac512c33ed14b10,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
hrotztfm,4b42de92c323a16164cb8e497b2043a8b6bfc58d,['genetic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1trbm8k1,9f80182844d57cf015db0c5b8b49f1767a85c129; d544afdb9c39e7a5587c689392230518594b0215,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahceohgl,a0a5fe6805a6a370e31628c78c5803eeb38093f9,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kiccsa89,905ff4ebd927c44029cc83c038f1b574ed0f4033,"['experimental', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
kw42z5xj,f0c641e0f558a2275ed3624b475e2d7102fbf366,"['review', 'experimental']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
a053lnte,633afeaf6eddef275d73e11faa83895965dc8cb1,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
72r6d4na,0,['experimental'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
36phn0th,c9f35541d284ddec46266dd90a5a225dcaf548f2,['review'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1kjvfwj,2fe1f24aead3b70918c63dea8e47996671493510; 91ca1e09ba375fb3a3c10c925a60e50d23bb13cd,"['review', 'genetic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
qubmr10h,3f4d5231b5f60eb3af06dfc1e7239238e2e0ddbd,"['genetic', 'clinical']",0.0,0.0,0.0,0.0,1.0,0.0,0.0
i4nfeyzn,fc7778ff4ae1e2ddbe95b3fc827f1e10b45b0e32,['clinical'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5mxb040,c04544e941bb99c37c79f23baaf4cf9e64bdb386,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,1.0,0.0
abb34na7,69630374582b49bfa15b82ba94984d909be0fe02,"['review', 'clinical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
